date,res
2016-01-01,5.666666666666667
2016-01-02,18.285714285714285
2016-01-03,8.833333333333334
2016-01-04,7.176470588235294
2016-01-05,4.470588235294118
2016-01-06,7.571428571428571
2016-01-07,6.625
2016-01-08,12.842105263157896
2016-01-09,13.702702702702704
2016-01-10,13.384615384615385
2016-01-11,8.0
2016-01-12,7.615384615384615
2016-01-13,12.516129032258064
2016-01-14,10.692307692307692
2016-01-15,12.952380952380953
2016-01-16,16.89189189189189
2016-01-17,12.478260869565217
2016-01-18,9.148148148148149
2016-01-19,9.454545454545455
2016-01-20,8.717948717948717
2016-01-21,11.090909090909092
2016-01-22,14.463414634146341
2016-01-23,17.125
2016-01-24,11.08695652173913
2016-01-25,8.742857142857142
2016-01-26,12.117647058823529
2016-01-27,11.84375
2016-01-28,10.027027027027026
2016-01-29,17.025641025641026
2016-01-30,17.575
2016-01-31,9.166666666666666
2016-02-01,8.208333333333334
2016-02-02,8.28
2016-02-03,7.575757575757576
2016-02-04,9.133333333333333
2016-02-05,14.108695652173912
2016-02-06,16.26829268292683
2016-02-07,9.0
2016-02-08,9.576923076923077
2016-02-09,9.6875
2016-02-10,14.46808510638298
2016-02-11,9.214285714285714
2016-02-12,12.795918367346939
2016-02-13,18.81081081081081
2016-02-14,11.047619047619047
2016-02-15,8.181818181818182
2016-02-16,9.125
2016-02-17,9.1
2016-02-18,8.891891891891891
2016-02-19,13.772727272727273
2016-02-20,15.475
2016-02-21,13.727272727272727
2016-02-22,6.083333333333333
2016-02-23,10.852941176470589
2016-02-24,12.0
2016-02-25,10.15
2016-02-26,14.76086956521739
2016-02-27,19.853658536585368
2016-02-28,13.363636363636363
2016-02-29,10.62962962962963
2016-03-01,9.090909090909092
2016-03-02,10.21875
2016-03-03,9.466666666666667
2016-03-04,14.5
2016-03-05,15.28888888888889
2016-03-06,14.736842105263158
2016-03-07,8.448275862068966
2016-03-08,11.32258064516129
2016-03-09,9.4
2016-03-10,9.69047619047619
2016-03-11,17.75
2016-03-12,18.5609756097561
2016-03-13,12.451612903225806
2016-03-14,12.17142857142857
2016-03-15,10.390243902439025
2016-03-16,10.871794871794872
2016-03-17,13.153846153846153
2016-03-18,20.6
2016-03-19,18.638297872340427
2016-03-20,21.514285714285716
2016-03-21,10.5625
2016-03-22,15.18421052631579
2016-03-23,14.64864864864865
2016-03-24,14.3
2016-03-25,24.0
2016-03-26,20.74
2016-03-27,14.074074074074074
2016-03-28,15.447368421052632
2016-03-29,13.921052631578947
2016-03-30,14.476190476190476
2016-03-31,9.714285714285714
2016-04-01,9.375
2016-04-02,14.305555555555555
2016-04-03,14.058823529411764
2016-04-04,10.454545454545455
2016-04-05,11.15625
2016-04-06,10.766666666666667
2016-04-07,11.314285714285715
2016-04-08,17.51219512195122
2016-04-09,16.767441860465116
2016-04-10,11.074074074074074
2016-04-11,11.125
2016-04-12,12.1875
2016-04-13,11.4
2016-04-14,10.583333333333334
2016-04-15,15.638297872340425
2016-04-16,15.355555555555556
2016-04-17,12.5
2016-04-18,7.588235294117647
2016-04-19,12.096774193548388
2016-04-20,12.166666666666666
2016-04-21,10.0
2016-04-22,18.632653061224488
2016-04-23,14.784313725490197
2016-04-24,10.0
2016-04-25,11.161290322580646
2016-04-26,11.05
2016-04-27,12.81578947368421
2016-04-28,15.934782608695652
2016-04-29,13.365853658536585
2016-04-30,14.386363636363637
2016-05-01,13.96
2016-05-02,8.64864864864865
2016-05-03,15.228571428571428
2016-05-04,13.875
2016-05-05,11.043478260869565
2016-05-06,10.317073170731707
2016-05-07,13.487804878048781
2016-05-08,11.777777777777779
2016-05-09,8.08
2016-05-10,5.863636363636363
2016-05-11,11.454545454545455
2016-05-12,9.607142857142858
2016-05-13,15.0
2016-05-14,18.52173913043478
2016-05-15,14.76923076923077
2016-05-16,9.363636363636363
2016-05-17,8.411764705882353
2016-05-18,9.625
2016-05-19,10.19047619047619
2016-05-20,16.954545454545453
2016-05-21,19.84
2016-05-22,16.46153846153846
2016-05-23,5.928571428571429
2016-05-24,9.222222222222221
2016-05-25,14.588235294117647
2016-05-26,7.0
2016-05-27,17.31578947368421
2016-05-28,19.88888888888889
2016-05-29,9.5
2016-05-30,11.636363636363637
2016-05-31,10.384615384615385
2016-06-01,11.090909090909092
2016-06-02,10.857142857142858
2016-06-03,13.066666666666666
2016-06-04,18.5
2016-06-05,12.714285714285714
2016-06-06,9.583333333333334
2016-06-07,11.153846153846153
2016-06-08,10.5
2016-06-09,12.416666666666666
2016-06-10,18.666666666666668
2016-06-11,16.285714285714285
2016-06-12,24.166666666666668
2016-06-13,8.444444444444445
2016-06-14,10.285714285714286
2016-06-15,10.6
2016-06-16,10.9375
2016-06-17,16.833333333333332
2016-06-18,16.76923076923077
2016-06-19,22.77777777777778
2016-06-20,10.833333333333334
2016-06-21,7.555555555555555
2016-06-22,17.75
2016-06-23,10.0
2016-06-24,22.09090909090909
2016-06-25,25.75
2016-06-26,12.142857142857142
2016-06-27,11.0
2016-06-28,12.125
2016-06-29,10.363636363636363
2016-06-30,10.9
2016-07-01,16.03448275862069
2016-07-02,12.833333333333334
2016-07-03,13.857142857142858
2016-07-04,8.1
2016-07-05,9.75
2016-07-06,7.333333333333333
2016-07-07,10.5625
2016-07-08,14.423076923076923
2016-07-09,14.464285714285714
2016-07-10,8.833333333333334
2016-07-11,7.6923076923076925
2016-07-12,11.25
2016-07-13,11.714285714285714
2016-07-14,9.0
2016-07-15,18.235294117647058
2016-07-16,16.55
2016-07-17,22.833333333333332
2016-07-18,18.0
2016-07-19,7.75
2016-07-20,10.875
2016-07-21,10.4
2016-07-22,17.5
2016-07-23,27.25
2016-07-24,12.8
2016-07-25,15.333333333333334
2016-07-26,8.0
2016-07-31,6.0
2016-08-09,2.0
2016-09-03,2.0
2016-09-05,3.0
2016-09-12,2.0
2016-09-16,2.0
2016-10-06,5.0
2016-10-26,6.5
2016-10-27,10.584
2016-10-28,14.35483870967742
2016-10-29,15.512820512820513
2016-10-30,12.522222222222222
2016-10-31,8.054347826086957
2016-11-01,9.534883720930232
2016-11-02,12.682758620689656
2016-11-03,9.128440366972477
2016-11-04,11.296052631578947
2016-11-05,12.980645161290322
2016-11-06,10.472527472527473
2016-11-07,7.76595744680851
2016-11-08,9.021052631578947
2016-11-09,9.717948717948717
2016-11-10,26.75968992248062
2016-11-11,15.550632911392405
2016-11-12,14.77027027027027
2016-11-13,11.77319587628866
2016-11-14,9.009900990099009
2016-11-15,8.788990825688073
2016-11-16,9.16260162601626
2016-11-17,9.014814814814814
2016-11-18,14.08641975308642
2016-11-19,17.19254658385093
2016-11-20,13.392156862745098
2016-11-21,9.660194174757281
2016-11-22,13.651898734177216
2016-11-23,10.10909090909091
2016-11-24,8.642857142857142
2016-11-25,14.834285714285715
2016-11-26,18.675
2016-11-27,13.32258064516129
2016-11-28,8.74766355140187
2016-11-29,10.350427350427351
2016-11-30,10.795275590551181
2016-12-01,10.760330578512397
2016-12-02,17.19774011299435
2016-12-03,20.00578034682081
2016-12-04,11.82857142857143
2016-12-05,9.728155339805825
2016-12-06,10.808695652173913
2016-12-07,12.774647887323944
2016-12-08,12.683453237410072
2016-12-09,20.846153846153847
2016-12-10,23.966101694915253
2016-12-11,14.141666666666667
2016-12-12,12.88695652173913
2016-12-13,12.452702702702704
2016-12-14,13.748251748251748
2016-12-15,15.305555555555555
2016-12-16,22.694300518134714
2016-12-17,25.49462365591398
2016-12-18,19.055118110236222
2016-12-19,12.794326241134751
2016-12-20,14.70945945945946
2016-12-21,16.75625
2016-12-22,24.731182795698924
2016-12-23,16.64406779661017
2016-12-24,16.071428571428573
2016-12-25,14.576
2016-12-26,14.967105263157896
2016-12-27,17.901234567901234
2016-12-28,23.023529411764706
2016-12-29,22.197452229299362
2016-12-30,22.83783783783784
2016-12-31,11.977777777777778
2017-01-01,17.25
2017-01-02,22.53061224489796
2017-01-03,12.396825396825397
2017-01-04,11.45945945945946
2017-01-05,13.344086021505376
2017-01-06,12.755244755244755
2017-01-07,16.111888111888113
2017-01-08,13.933884297520661
2017-01-09,15.576470588235294
2017-01-10,8.864583333333334
2017-01-11,9.571428571428571
2017-01-12,9.950413223140496
2017-01-13,14.822085889570552
2017-01-14,17.333333333333332
2017-01-15,10.456521739130435
2017-01-16,10.116504854368932
2017-01-17,10.414634146341463
2017-01-18,23.29032258064516
2017-01-19,9.752136752136753
2017-01-20,16.73125
2017-01-21,18.012345679012345
2017-01-22,11.44
2017-01-23,10.342857142857143
2017-01-24,10.46218487394958
2017-01-25,11.401459854014599
2017-01-26,10.955555555555556
2017-01-27,16.29824561403509
2017-01-28,18.333333333333332
2017-01-29,13.582417582417582
2017-01-30,10.211538461538462
2017-01-31,10.127118644067796
2017-02-01,9.347826086956522
2017-02-02,9.6
2017-02-03,19.427672955974842
2017-02-04,20.121951219512194
2017-02-05,27.183673469387756
2017-02-06,7.8979591836734695
2017-02-07,15.104761904761904
2017-02-08,9.661538461538461
2017-02-09,11.203125
2017-02-10,16.776470588235295
2017-02-11,16.83225806451613
2017-02-12,11.484848484848484
2017-02-13,8.767676767676768
2017-02-14,7.570247933884297
2017-02-15,11.231884057971014
2017-02-16,10.850746268656716
2017-02-17,16.23699421965318
2017-02-18,16.570621468926554
2017-02-19,13.623853211009175
2017-02-20,9.114035087719298
2017-02-21,9.639344262295081
2017-02-22,11.175182481751825
2017-02-23,11.566176470588236
2017-02-24,15.875739644970414
2017-02-25,20.49404761904762
2017-02-26,12.683168316831683
2017-02-27,10.642201834862385
2017-02-28,10.59349593495935
2017-03-01,11.991935483870968
2017-03-02,9.38135593220339
2017-03-03,15.305194805194805
2017-03-04,16.579268292682926
2017-03-05,11.215686274509803
2017-03-06,10.685714285714285
2017-03-07,11.570175438596491
2017-03-08,11.992248062015504
2017-03-09,11.605839416058394
2017-03-10,17.11242603550296
2017-03-11,17.672619047619047
2017-03-12,12.264150943396226
2017-03-13,10.792792792792794
2017-03-14,10.904411764705882
2017-03-15,12.819548872180452
2017-03-16,13.040816326530612
2017-03-17,19.40251572327044
2017-03-18,17.341463414634145
2017-03-19,19.666666666666668
2017-03-20,13.224489795918368
2017-03-21,13.303921568627452
2017-03-22,14.08843537414966
