id,visitors
air_00a91d42b08b08d9_2017-04-23,18.916527473186513
air_00a91d42b08b08d9_2017-04-24,20.435270384141084
air_00a91d42b08b08d9_2017-04-25,18.487513639795218
air_00a91d42b08b08d9_2017-04-26,18.857853504559927
air_00a91d42b08b08d9_2017-04-27,20.912443177240018
air_00a91d42b08b08d9_2017-04-28,23.5225912672957
air_00a91d42b08b08d9_2017-04-29,24.03058380096326
air_00a91d42b08b08d9_2017-04-30,21.86481706410766
air_00a91d42b08b08d9_2017-05-01,19.31245057003768
air_00a91d42b08b08d9_2017-05-02,19.835323409009813
air_00a91d42b08b08d9_2017-05-03,21.833594109303178
air_00a91d42b08b08d9_2017-05-04,20.31161279385278
air_00a91d42b08b08d9_2017-05-05,17.60785742125091
air_00a91d42b08b08d9_2017-05-06,16.95517163315332
air_00a91d42b08b08d9_2017-05-07,22.08634991314001
air_00a91d42b08b08d9_2017-05-08,16.076218689556356
air_00a91d42b08b08d9_2017-05-09,14.960229732534325
air_00a91d42b08b08d9_2017-05-10,18.224578726728144
air_00a91d42b08b08d9_2017-05-11,16.65213304206398
air_00a91d42b08b08d9_2017-05-12,23.33909658055994
air_00a91d42b08b08d9_2017-05-13,17.264417912812423
air_00a91d42b08b08d9_2017-05-14,21.323001037133583
air_00a91d42b08b08d9_2017-05-15,15.504017500472077
air_00a91d42b08b08d9_2017-05-16,18.59746486416566
air_00a91d42b08b08d9_2017-05-17,17.331456130993026
air_00a91d42b08b08d9_2017-05-18,17.43351779878786
air_00a91d42b08b08d9_2017-05-19,19.33156958294621
air_00a91d42b08b08d9_2017-05-20,19.75352806997682
air_00a91d42b08b08d9_2017-05-21,25.798574129924557
air_00a91d42b08b08d9_2017-05-22,15.30578658890824
air_00a91d42b08b08d9_2017-05-23,15.620730660731745
air_00a91d42b08b08d9_2017-05-24,15.794911976837016
air_00a91d42b08b08d9_2017-05-25,17.647421978153933
air_00a91d42b08b08d9_2017-05-26,20.386171850619096
air_00a91d42b08b08d9_2017-05-27,20.430191028613493
air_00a91d42b08b08d9_2017-05-28,21.08195634226793
air_00a91d42b08b08d9_2017-05-29,15.835778212722392
air_00a91d42b08b08d9_2017-05-30,19.044672503547556
air_00a91d42b08b08d9_2017-05-31,17.92854573193535
air_0164b9927d20bcc3_2017-04-23,18.506041753191106
air_0164b9927d20bcc3_2017-04-24,15.791577011836386
air_0164b9927d20bcc3_2017-04-25,14.772153634021029
air_0164b9927d20bcc3_2017-04-26,17.51423144647977
air_0164b9927d20bcc3_2017-04-27,20.66480204679893
air_0164b9927d20bcc3_2017-04-28,21.419728105419743
air_0164b9927d20bcc3_2017-04-29,22.922610167779446
air_0164b9927d20bcc3_2017-04-30,20.455181719025386
air_0164b9927d20bcc3_2017-05-01,16.69811423034121
air_0164b9927d20bcc3_2017-05-02,22.15149768688874
air_0164b9927d20bcc3_2017-05-03,23.754680807087226
air_0164b9927d20bcc3_2017-05-04,24.525265275359462
air_0164b9927d20bcc3_2017-05-05,16.31700711822529
air_0164b9927d20bcc3_2017-05-06,20.049738540333617
air_0164b9927d20bcc3_2017-05-07,21.23348309269845
air_0164b9927d20bcc3_2017-05-08,15.86812626544238
air_0164b9927d20bcc3_2017-05-09,16.04560904236301
air_0164b9927d20bcc3_2017-05-10,16.441326754722567
air_0164b9927d20bcc3_2017-05-11,13.212076087838447
air_0164b9927d20bcc3_2017-05-12,24.833387460088563
air_0164b9927d20bcc3_2017-05-13,21.163212149926867
air_0164b9927d20bcc3_2017-05-14,21.662215077627238
air_0164b9927d20bcc3_2017-05-15,13.804751249231725
air_0164b9927d20bcc3_2017-05-16,13.779908919588145
air_0164b9927d20bcc3_2017-05-17,16.984085210253042
air_0164b9927d20bcc3_2017-05-18,18.34642310611222
air_0164b9927d20bcc3_2017-05-19,20.001626231298978
air_0164b9927d20bcc3_2017-05-20,22.202036193499232
air_0164b9927d20bcc3_2017-05-21,19.61080346185993
air_0164b9927d20bcc3_2017-05-22,14.544810115541694
air_0164b9927d20bcc3_2017-05-23,15.64432523542913
air_0164b9927d20bcc3_2017-05-24,17.72081149290858
air_0164b9927d20bcc3_2017-05-25,18.415269048478
air_0164b9927d20bcc3_2017-05-26,17.766127759539504
air_0164b9927d20bcc3_2017-05-27,19.102927466078043
air_0164b9927d20bcc3_2017-05-28,21.87014747852256
air_0164b9927d20bcc3_2017-05-29,16.43349187990423
air_0164b9927d20bcc3_2017-05-30,18.011561414930217
air_0164b9927d20bcc3_2017-05-31,16.515620867449297
air_0241aa3964b7f861_2017-04-23,19.26165649322347
air_0241aa3964b7f861_2017-04-24,16.731574813422284
air_0241aa3964b7f861_2017-04-25,19.02791793310283
air_0241aa3964b7f861_2017-04-26,17.570969328405823
air_0241aa3964b7f861_2017-04-27,21.14352505629416
air_0241aa3964b7f861_2017-04-28,18.862064954153283
air_0241aa3964b7f861_2017-04-29,19.65666622217469
air_0241aa3964b7f861_2017-04-30,21.174765695909898
air_0241aa3964b7f861_2017-05-01,22.905340271892115
air_0241aa3964b7f861_2017-05-02,21.382680525559852
air_0241aa3964b7f861_2017-05-03,22.441599231343236
air_0241aa3964b7f861_2017-05-04,12.550878122060382
air_0241aa3964b7f861_2017-05-05,18.364173244586333
air_0241aa3964b7f861_2017-05-06,20.27829636287233
air_0241aa3964b7f861_2017-05-07,17.801466255908704
air_0241aa3964b7f861_2017-05-08,15.919490979007861
air_0241aa3964b7f861_2017-05-09,14.385890990452252
air_0241aa3964b7f861_2017-05-10,14.985477619033942
air_0241aa3964b7f861_2017-05-11,18.201978782836846
air_0241aa3964b7f861_2017-05-12,24.018398600132503
air_0241aa3964b7f861_2017-05-13,26.13265966521109
air_0241aa3964b7f861_2017-05-14,19.234774150747402
air_0241aa3964b7f861_2017-05-15,14.092969829443966
air_0241aa3964b7f861_2017-05-16,16.524684725723684
air_0241aa3964b7f861_2017-05-17,16.825537597900382
air_0241aa3964b7f861_2017-05-18,18.45658324522962
air_0241aa3964b7f861_2017-05-19,24.36332797680176
air_0241aa3964b7f861_2017-05-20,22.525025610482945
air_0241aa3964b7f861_2017-05-21,14.449645974208888
air_0241aa3964b7f861_2017-05-22,13.923871609334624
air_0241aa3964b7f861_2017-05-23,14.82849280928356
air_0241aa3964b7f861_2017-05-24,18.738358347448898
air_0241aa3964b7f861_2017-05-25,16.399870657696056
air_0241aa3964b7f861_2017-05-26,21.923044706245815
air_0241aa3964b7f861_2017-05-27,25.637525778733092
air_0241aa3964b7f861_2017-05-28,16.49963585195861
air_0241aa3964b7f861_2017-05-29,15.049391255697515
air_0241aa3964b7f861_2017-05-30,16.165918956393597
air_0241aa3964b7f861_2017-05-31,15.128721772015323
air_0328696196e46f18_2017-04-23,19.92288263452417
air_0328696196e46f18_2017-04-24,15.88202554081501
air_0328696196e46f18_2017-04-25,17.60017245882686
air_0328696196e46f18_2017-04-26,14.878165759988196
air_0328696196e46f18_2017-04-27,12.088755861186563
air_0328696196e46f18_2017-04-28,25.405002547978818
air_0328696196e46f18_2017-04-29,19.608948186615564
air_0328696196e46f18_2017-04-30,19.11680669154548
air_0328696196e46f18_2017-05-01,17.348642410161204
air_0328696196e46f18_2017-05-02,20.504596404342706
air_0328696196e46f18_2017-05-03,18.406607830040738
air_0328696196e46f18_2017-05-04,19.17003702653867
air_0328696196e46f18_2017-05-05,14.634371894785275
air_0328696196e46f18_2017-05-06,18.18961087237477
air_0328696196e46f18_2017-05-07,21.83893097825659
air_0328696196e46f18_2017-05-08,16.01300965102912
air_0328696196e46f18_2017-05-09,13.944896488508991
air_0328696196e46f18_2017-05-10,15.994424465338628
air_0328696196e46f18_2017-05-11,18.28483375403046
air_0328696196e46f18_2017-05-12,19.043452415398683
air_0328696196e46f18_2017-05-13,24.188140250234426
air_0328696196e46f18_2017-05-14,19.139398110378423
air_0328696196e46f18_2017-05-15,14.162423634343124
air_0328696196e46f18_2017-05-16,15.450361991267258
air_0328696196e46f18_2017-05-17,12.341652981368547
air_0328696196e46f18_2017-05-18,15.790088065792414
air_0328696196e46f18_2017-05-19,20.22853269439639
air_0328696196e46f18_2017-05-20,26.29183906245299
air_0328696196e46f18_2017-05-21,18.84676825838016
air_0328696196e46f18_2017-05-22,13.705956758734548
air_0328696196e46f18_2017-05-23,14.27579814256537
air_0328696196e46f18_2017-05-24,14.601736172931737
air_0328696196e46f18_2017-05-25,17.208313320983763
air_0328696196e46f18_2017-05-26,21.191349508546658
air_0328696196e46f18_2017-05-27,23.836009745080297
air_0328696196e46f18_2017-05-28,18.77172023196939
air_0328696196e46f18_2017-05-29,15.079333811163963
air_0328696196e46f18_2017-05-30,17.036440088342303
air_0328696196e46f18_2017-05-31,15.900318216768921
air_034a3d5b40d5b1b1_2017-04-23,21.667906824441886
air_034a3d5b40d5b1b1_2017-04-24,18.998608669836273
air_034a3d5b40d5b1b1_2017-04-25,18.343456097528044
air_034a3d5b40d5b1b1_2017-04-26,14.817140202416141
air_034a3d5b40d5b1b1_2017-04-27,11.227197973838962
air_034a3d5b40d5b1b1_2017-04-28,19.807577517041814
air_034a3d5b40d5b1b1_2017-04-29,21.202272463193584
air_034a3d5b40d5b1b1_2017-04-30,18.77737883452833
air_034a3d5b40d5b1b1_2017-05-01,21.121947151958818
air_034a3d5b40d5b1b1_2017-05-02,23.428585433226736
air_034a3d5b40d5b1b1_2017-05-03,19.17595530062578
air_034a3d5b40d5b1b1_2017-05-04,20.62442245938965
air_034a3d5b40d5b1b1_2017-05-05,15.711045267123353
air_034a3d5b40d5b1b1_2017-05-06,23.089843450304965
air_034a3d5b40d5b1b1_2017-05-07,20.33908423610599
air_034a3d5b40d5b1b1_2017-05-08,13.89828233497161
air_034a3d5b40d5b1b1_2017-05-09,14.293265503469575
air_034a3d5b40d5b1b1_2017-05-10,16.29755267245513
air_034a3d5b40d5b1b1_2017-05-11,18.242686840563913
air_034a3d5b40d5b1b1_2017-05-12,20.055470649738563
air_034a3d5b40d5b1b1_2017-05-13,22.704047508184672
air_034a3d5b40d5b1b1_2017-05-14,20.287143135950426
air_034a3d5b40d5b1b1_2017-05-15,15.009297243416029
air_034a3d5b40d5b1b1_2017-05-16,15.009941858654354
air_034a3d5b40d5b1b1_2017-05-17,17.34988083060795
air_034a3d5b40d5b1b1_2017-05-18,18.279266462502623
air_034a3d5b40d5b1b1_2017-05-19,18.91601929987344
air_034a3d5b40d5b1b1_2017-05-20,22.10921041103904
air_034a3d5b40d5b1b1_2017-05-21,23.35182354465322
air_034a3d5b40d5b1b1_2017-05-22,18.194468714559996
air_034a3d5b40d5b1b1_2017-05-23,14.177096051735735
air_034a3d5b40d5b1b1_2017-05-24,15.3712364128344
air_034a3d5b40d5b1b1_2017-05-25,17.656140449504534
air_034a3d5b40d5b1b1_2017-05-26,14.6632153556133
air_034a3d5b40d5b1b1_2017-05-27,23.678680926769303
air_034a3d5b40d5b1b1_2017-05-28,18.78075645619987
air_034a3d5b40d5b1b1_2017-05-29,15.076837778740842
air_034a3d5b40d5b1b1_2017-05-30,17.14367710647859
air_034a3d5b40d5b1b1_2017-05-31,15.86373307491203
air_036d4f1ee7285390_2017-04-23,21.779635960305143
air_036d4f1ee7285390_2017-04-24,17.1552404643904
air_036d4f1ee7285390_2017-04-25,17.572726727000312
air_036d4f1ee7285390_2017-04-26,17.548030237534977
air_036d4f1ee7285390_2017-04-27,18.38046335227946
air_036d4f1ee7285390_2017-04-28,20.93673364927503
air_036d4f1ee7285390_2017-04-29,21.17633626893943
air_036d4f1ee7285390_2017-04-30,19.506819569976663
air_036d4f1ee7285390_2017-05-01,23.3221704199234
